PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;D;V;FUENTE_ARCHIVO
28;79;11;12;28079011_12_8;2025;1;1;68.0;V;datos25.csv
28;79;11;20;28079011_20_59;2025;1;1;1.5;V;datos25.csv
28;79;11;30;28079011_30_59;2025;1;1;0.5;V;datos25.csv
28;79;11;35;28079011_35_59;2025;1;1;0.2;V;datos25.csv
28;79;11;7;28079011_7_8;2025;1;1;18.0;V;datos25.csv
28;79;11;8;28079011_8_8;2025;1;1;41.0;V;datos25.csv
28;79;16;12;28079016_12_8;2025;1;1;42.0;V;datos25.csv
28;79;16;14;28079016_14_6;2025;1;1;30.0;V;datos25.csv
28;79;16;7;28079016_7_8;2025;1;1;12.0;V;datos25.csv
28;79;16;8;28079016_8_8;2025;1;1;24.0;V;datos25.csv
28;79;17;12;28079017_12_8;2025;1;1;164.0;V;datos25.csv
28;79;17;14;28079017_14_6;2025;1;1;21.0;V;datos25.csv
28;79;17;7;28079017_7_8;2025;1;1;73.0;V;datos25.csv
28;79;17;8;28079017_8_8;2025;1;1;52.0;V;datos25.csv
28;79;18;10;28079018_10_47;2025;1;1;24.0;V;datos25.csv
28;79;18;12;28079018_12_8;2025;1;1;71.0;V;datos25.csv
28;79;18;14;28079018_14_6;2025;1;1;21.0;V;datos25.csv
28;79;18;20;28079018_20_59;2025;1;1;1.4;V;datos25.csv
28;79;18;30;28079018_30_59;2025;1;1;0.8;V;datos25.csv
28;79;18;35;28079018_35_59;2025;1;1;0.1;V;datos25.csv
28;79;18;7;28079018_7_8;2025;1;1;19.0;V;datos25.csv
28;79;18;8;28079018_8_8;2025;1;1;41.0;V;datos25.csv
28;79;18;9;28079018_9_M;2025;1;1;0.0;N;datos25.csv
28;79;24;10;28079024_10_47;2025;1;1;16.0;V;datos25.csv
28;79;24;12;28079024_12_8;2025;1;1;29.0;V;datos25.csv
28;79;24;14;28079024_14_6;2025;1;1;30.0;V;datos25.csv
28;79;24;7;28079024_7_8;2025;1;1;1.0;V;datos25.csv
28;79;24;8;28079024_8_8;2025;1;1;28.0;V;datos25.csv
28;79;24;9;28079024_9_47;2025;1;1;12.0;V;datos25.csv
28;79;27;12;28079027_12_8;2025;1;1;75.0;V;datos25.csv
28;79;27;14;28079027_14_6;2025;1;1;21.0;V;datos25.csv
28;79;27;7;28079027_7_8;2025;1;1;20.0;V;datos25.csv
28;79;27;8;28079027_8_8;2025;1;1;44.0;V;datos25.csv
28;79;35;1;28079035_1_38;2025;1;1;5.0;V;datos25.csv
28;79;35;12;28079035_12_8;2025;1;1;62.0;V;datos25.csv
28;79;35;14;28079035_14_6;2025;1;1;28.0;V;datos25.csv
28;79;35;6;28079035_6_48;2025;1;1;0.5;V;datos25.csv
28;79;35;7;28079035_7_8;2025;1;1;15.0;V;datos25.csv
28;79;35;8;28079035_8_8;2025;1;1;38.0;V;datos25.csv
28;79;36;1;28079036_1_38;2025;1;1;3.0;V;datos25.csv
28;79;36;10;28079036_10_47;2025;1;1;22.0;V;datos25.csv
28;79;36;12;28079036_12_8;2025;1;1;53.0;V;datos25.csv
28;79;36;7;28079036_7_8;2025;1;1;11.0;V;datos25.csv
28;79;36;8;28079036_8_8;2025;1;1;36.0;V;datos25.csv
28;79;38;10;28079038_10_47;2025;1;1;17.0;V;datos25.csv
28;79;38;12;28079038_12_8;2025;1;1;54.0;V;datos25.csv
28;79;38;20;28079038_20_59;2025;1;1;2.0;V;datos25.csv
28;79;38;30;28079038_30_59;2025;1;1;0.7;V;datos25.csv
28;79;38;35;28079038_35_59;2025;1;1;0.3;V;datos25.csv
28;79;38;7;28079038_7_8;2025;1;1;10.0;V;datos25.csv
28;79;38;8;28079038_8_8;2025;1;1;39.0;V;datos25.csv
28;79;38;9;28079038_9_47;2025;1;1;11.0;V;datos25.csv
28;79;39;12;28079039_12_8;2025;1;1;83.0;V;datos25.csv
28;79;39;14;28079039_14_6;2025;1;1;29.0;V;datos25.csv
28;79;39;7;28079039_7_8;2025;1;1;28.0;V;datos25.csv
28;79;39;8;28079039_8_8;2025;1;1;40.0;V;datos25.csv
28;79;4;10;28079004_10_A;2025;1;1;24.0;V;datos25.csv
28;79;4;12;28079004_12_8;2025;1;1;72.0;V;datos25.csv
28;79;4;6;28079004_6_48;2025;1;1;0.4;V;datos25.csv
28;79;4;7;28079004_7_8;2025;1;1;21.0;V;datos25.csv
28;79;4;8;28079004_8_8;2025;1;1;40.0;V;datos25.csv
28;79;4;9;28079004_9_A;2025;1;1;0.0;N;datos25.csv
28;79;40;10;28079040_10_47;2025;1;1;27.0;V;datos25.csv
28;79;40;12;28079040_12_8;2025;1;1;60.0;V;datos25.csv
28;79;40;7;28079040_7_8;2025;1;1;12.0;V;datos25.csv
28;79;40;8;28079040_8_8;2025;1;1;42.0;V;datos25.csv
28;79;47;10;28079047_10_47;2025;1;1;15.0;V;datos25.csv
28;79;47;12;28079047_12_8;2025;1;1;57.0;V;datos25.csv
28;79;47;7;28079047_7_8;2025;1;1;17.0;V;datos25.csv
28;79;47;8;28079047_8_8;2025;1;1;31.0;V;datos25.csv
28;79;47;9;28079047_9_47;2025;1;1;13.0;V;datos25.csv
28;79;48;10;28079048_10_47;2025;1;1;21.0;V;datos25.csv
28;79;48;12;28079048_12_8;2025;1;1;41.0;V;datos25.csv
28;79;48;7;28079048_7_8;2025;1;1;7.0;V;datos25.csv
28;79;48;8;28079048_8_8;2025;1;1;30.0;V;datos25.csv
28;79;48;9;28079048_9_47;2025;1;1;12.0;V;datos25.csv
28;79;49;12;28079049_12_8;2025;1;1;40.0;V;datos25.csv
28;79;49;14;28079049_14_6;2025;1;1;32.0;V;datos25.csv
28;79;49;7;28079049_7_8;2025;1;1;8.0;V;datos25.csv
28;79;49;8;28079049_8_8;2025;1;1;27.0;V;datos25.csv
28;79;50;10;28079050_10_47;2025;1;1;17.0;V;datos25.csv
28;79;50;12;28079050_12_8;2025;1;1;39.0;V;datos25.csv
28;79;50;7;28079050_7_8;2025;1;1;7.0;V;datos25.csv
28;79;50;8;28079050_8_8;2025;1;1;28.0;V;datos25.csv
28;79;50;9;28079050_9_47;2025;1;1;11.0;V;datos25.csv
28;79;54;10;28079054_10_A;2025;1;1;17.0;V;datos25.csv
28;79;54;12;28079054_12_8;2025;1;1;94.0;V;datos25.csv
28;79;54;14;28079054_14_6;2025;1;1;23.0;V;datos25.csv
28;79;54;7;28079054_7_8;2025;1;1;30.0;V;datos25.csv
28;79;54;8;28079054_8_8;2025;1;1;47.0;V;datos25.csv
28;79;54;9;28079054_9_A;2025;1;1;11.0;V;datos25.csv
28;79;55;10;28079055_10_47;2025;1;1;14.0;V;datos25.csv
28;79;55;12;28079055_12_8;2025;1;1;70.0;V;datos25.csv
28;79;55;20;28079055_20_59;2025;1;1;1.9;V;datos25.csv
28;79;55;30;28079055_30_59;2025;1;1;1.3;V;datos25.csv
28;79;55;35;28079055_35_59;2025;1;1;0.2;V;datos25.csv
28;79;55;7;28079055_7_8;2025;1;1;19.0;V;datos25.csv
28;79;55;8;28079055_8_8;2025;1;1;40.0;V;datos25.csv
28;79;56;10;28079056_10_47;2025;1;1;13.0;V;datos25.csv
28;79;56;12;28079056_12_8;2025;1;1;102.0;V;datos25.csv
28;79;56;6;28079056_6_48;2025;1;1;0.4;V;datos25.csv
28;79;56;7;28079056_7_8;2025;1;1;36.0;V;datos25.csv
28;79;56;8;28079056_8_8;2025;1;1;46.0;V;datos25.csv
28;79;56;9;28079056_9_47;2025;1;1;13.0;V;datos25.csv
28;79;57;10;28079057_10_47;2025;1;1;17.0;V;datos25.csv
28;79;57;12;28079057_12_8;2025;1;1;45.0;V;datos25.csv
28;79;57;7;28079057_7_8;2025;1;1;9.0;V;datos25.csv
28;79;57;8;28079057_8_8;2025;1;1;31.0;V;datos25.csv
28;79;57;9;28079057_9_A;2025;1;1;14.0;V;datos25.csv
28;79;58;12;28079058_12_8;2025;1;1;16.0;V;datos25.csv
28;79;58;14;28079058_14_6;2025;1;1;28.0;V;datos25.csv
28;79;58;7;28079058_7_8;2025;1;1;3.0;V;datos25.csv
28;79;58;8;28079058_8_8;2025;1;1;12.0;V;datos25.csv
28;79;59;12;28079059_12_8;2025;1;1;35.0;V;datos25.csv
28;79;59;14;28079059_14_6;2025;1;1;33.0;V;datos25.csv
28;79;59;7;28079059_7_8;2025;1;1;5.0;V;datos25.csv
28;79;59;8;28079059_8_8;2025;1;1;27.0;V;datos25.csv
28;79;60;10;28079060_10_47;2025;1;1;23.0;V;datos25.csv
28;79;60;12;28079060_12_8;2025;1;1;41.0;V;datos25.csv
28;79;60;14;28079060_14_6;2025;1;1;28.0;V;datos25.csv
28;79;60;7;28079060_7_8;2025;1;1;6.0;V;datos25.csv
28;79;60;8;28079060_8_8;2025;1;1;33.0;V;datos25.csv
28;79;60;9;28079060_9_A;2025;1;1;15.0;V;datos25.csv
28;79;8;1;28079008_1_38;2025;1;1;2.0;V;datos25.csv
28;79;8;10;28079008_10_47;2025;1;1;20.0;V;datos25.csv
28;79;8;12;28079008_12_8;2025;1;1;64.0;V;datos25.csv
28;79;8;14;28079008_14_6;2025;1;1;32.0;V;datos25.csv
28;79;8;20;28079008_20_59;2025;1;1;1.9;V;datos25.csv
28;79;8;30;28079008_30_59;2025;1;1;0.8;V;datos25.csv
28;79;8;35;28079008_35_59;2025;1;1;0.3;V;datos25.csv
28;79;8;6;28079008_6_48;2025;1;1;0.4;V;datos25.csv
28;79;8;7;28079008_7_8;2025;1;1;13.0;V;datos25.csv
28;79;8;8;28079008_8_8;2025;1;1;43.0;V;datos25.csv
28;79;8;9;28079008_9_47;2025;1;1;11.0;V;datos25.csv
28;79;11;12;28079011_12_8;2025;1;2;64.0;V;datos25.csv
28;79;11;20;28079011_20_59;2025;1;2;1.8;V;datos25.csv
28;79;11;30;28079011_30_59;2025;1;2;0.5;V;datos25.csv
28;79;11;35;28079011_35_59;2025;1;2;0.1;V;datos25.csv
28;79;11;7;28079011_7_8;2025;1;2;11.0;V;datos25.csv
28;79;11;8;28079011_8_8;2025;1;2;47.0;V;datos25.csv
28;79;16;12;28079016_12_8;2025;1;2;52.0;V;datos25.csv
28;79;16;14;28079016_14_6;2025;1;2;20.0;V;datos25.csv
28;79;16;7;28079016_7_8;2025;1;2;13.0;V;datos25.csv
28;79;16;8;28079016_8_8;2025;1;2;33.0;V;datos25.csv
28;79;17;12;28079017_12_8;2025;1;2;197.0;V;datos25.csv
28;79;17;14;28079017_14_6;2025;1;2;14.0;V;datos25.csv
28;79;17;7;28079017_7_8;2025;1;2;90.0;V;datos25.csv
28;79;17;8;28079017_8_8;2025;1;2;59.0;V;datos25.csv
28;79;18;10;28079018_10_47;2025;1;2;30.0;V;datos25.csv
28;79;18;12;28079018_12_8;2025;1;2;94.0;V;datos25.csv
28;79;18;14;28079018_14_6;2025;1;2;13.0;V;datos25.csv
28;79;18;20;28079018_20_59;2025;1;2;2.2;V;datos25.csv
28;79;18;30;28079018_30_59;2025;1;2;0.9;V;datos25.csv
28;79;18;35;28079018_35_59;2025;1;2;0.1;V;datos25.csv
28;79;18;7;28079018_7_8;2025;1;2;29.0;V;datos25.csv
28;79;18;8;28079018_8_8;2025;1;2;49.0;V;datos25.csv
28;79;18;9;28079018_9_M;2025;1;2;0.0;N;datos25.csv
28;79;24;10;28079024_10_47;2025;1;2;15.0;V;datos25.csv
28;79;24;12;28079024_12_8;2025;1;2;38.0;V;datos25.csv
28;79;24;14;28079024_14_6;2025;1;2;30.0;V;datos25.csv
28;79;24;7;28079024_7_8;2025;1;2;2.0;V;datos25.csv
28;79;24;8;28079024_8_8;2025;1;2;34.0;V;datos25.csv
28;79;24;9;28079024_9_47;2025;1;2;10.0;V;datos25.csv
28;79;27;12;28079027_12_8;2025;1;2;152.0;V;datos25.csv
28;79;27;14;28079027_14_6;2025;1;2;12.0;V;datos25.csv
28;79;27;7;28079027_7_8;2025;1;2;59.0;V;datos25.csv
28;79;27;8;28079027_8_8;2025;1;2;61.0;V;datos25.csv
28;79;35;1;28079035_1_38;2025;1;2;5.0;V;datos25.csv
28;79;35;12;28079035_12_8;2025;1;2;94.0;V;datos25.csv
28;79;35;14;28079035_14_6;2025;1;2;18.0;V;datos25.csv
28;79;35;6;28079035_6_48;2025;1;2;0.6;V;datos25.csv
28;79;35;7;28079035_7_8;2025;1;2;30.0;V;datos25.csv
28;79;35;8;28079035_8_8;2025;1;2;47.0;V;datos25.csv
28;79;36;1;28079036_1_38;2025;1;2;3.0;V;datos25.csv
28;79;36;10;28079036_10_47;2025;1;2;25.0;V;datos25.csv
28;79;36;12;28079036_12_8;2025;1;2;83.0;V;datos25.csv
28;79;36;7;28079036_7_8;2025;1;2;20.0;V;datos25.csv
28;79;36;8;28079036_8_8;2025;1;2;52.0;V;datos25.csv
28;79;38;10;28079038_10_47;2025;1;2;22.0;V;datos25.csv
28;79;38;12;28079038_12_8;2025;1;2;80.0;V;datos25.csv
28;79;38;20;28079038_20_59;2025;1;2;4.4;V;datos25.csv
28;79;38;30;28079038_30_59;2025;1;2;0.9;V;datos25.csv
28;79;38;35;28079038_35_59;2025;1;2;0.6;V;datos25.csv
28;79;38;7;28079038_7_8;2025;1;2;20.0;V;datos25.csv
28;79;38;8;28079038_8_8;2025;1;2;50.0;V;datos25.csv
28;79;38;9;28079038_9_47;2025;1;2;14.0;V;datos25.csv
28;79;39;12;28079039_12_8;2025;1;2;89.0;V;datos25.csv
28;79;39;14;28079039_14_6;2025;1;2;16.0;V;datos25.csv
28;79;39;7;28079039_7_8;2025;1;2;26.0;V;datos25.csv
28;79;39;8;28079039_8_8;2025;1;2;49.0;V;datos25.csv
28;79;4;10;28079004_10_A;2025;1;2;35.0;V;datos25.csv
28;79;4;12;28079004_12_8;2025;1;2;89.0;V;datos25.csv
28;79;4;6;28079004_6_48;2025;1;2;0.4;V;datos25.csv
28;79;4;7;28079004_7_8;2025;1;2;27.0;V;datos25.csv
28;79;4;8;28079004_8_8;2025;1;2;47.0;V;datos25.csv
28;79;4;9;28079004_9_A;2025;1;2;0.0;N;datos25.csv
28;79;40;10;28079040_10_47;2025;1;2;39.0;V;datos25.csv
28;79;40;12;28079040_12_8;2025;1;2;124.0;V;datos25.csv
28;79;40;7;28079040_7_8;2025;1;2;38.0;V;datos25.csv
28;79;40;8;28079040_8_8;2025;1;2;65.0;V;datos25.csv
28;79;47;10;28079047_10_47;2025;1;2;17.0;V;datos25.csv
28;79;47;12;28079047_12_8;2025;1;2;75.0;V;datos25.csv
28;79;47;7;28079047_7_8;2025;1;2;23.0;V;datos25.csv
28;79;47;8;28079047_8_8;2025;1;2;40.0;V;datos25.csv
28;79;47;9;28079047_9_47;2025;1;2;14.0;V;datos25.csv
28;79;48;10;28079048_10_47;2025;1;2;25.0;V;datos25.csv
28;79;48;12;28079048_12_8;2025;1;2;61.0;V;datos25.csv
28;79;48;7;28079048_7_8;2025;1;2;11.0;V;datos25.csv
28;79;48;8;28079048_8_8;2025;1;2;44.0;V;datos25.csv
28;79;48;9;28079048_9_47;2025;1;2;13.0;V;datos25.csv
28;79;49;12;28079049_12_8;2025;1;2;72.0;V;datos25.csv
28;79;49;14;28079049_14_6;2025;1;2;16.0;V;datos25.csv
28;79;49;7;28079049_7_8;2025;1;2;20.0;V;datos25.csv
28;79;49;8;28079049_8_8;2025;1;2;41.0;V;datos25.csv
28;79;50;10;28079050_10_47;2025;1;2;25.0;V;datos25.csv
28;79;50;12;28079050_12_8;2025;1;2;67.0;V;datos25.csv
28;79;50;7;28079050_7_8;2025;1;2;18.0;V;datos25.csv
28;79;50;8;28079050_8_8;2025;1;2;39.0;V;datos25.csv
28;79;50;9;28079050_9_47;2025;1;2;13.0;V;datos25.csv
28;79;54;10;28079054_10_A;2025;1;2;31.0;V;datos25.csv
28;79;54;12;28079054_12_8;2025;1;2;128.0;V;datos25.csv
28;79;54;14;28079054_14_6;2025;1;2;14.0;V;datos25.csv
28;79;54;7;28079054_7_8;2025;1;2;45.0;V;datos25.csv
28;79;54;8;28079054_8_8;2025;1;2;60.0;V;datos25.csv
28;79;54;9;28079054_9_A;2025;1;2;16.0;V;datos25.csv
28;79;55;10;28079055_10_47;2025;1;2;20.0;V;datos25.csv
28;79;55;12;28079055_12_8;2025;1;2;122.0;V;datos25.csv
28;79;55;20;28079055_20_59;2025;1;2;4.1;V;datos25.csv
28;79;55;30;28079055_30_59;2025;1;2;1.8;V;datos25.csv
28;79;55;35;28079055_35_59;2025;1;2;0.5;V;datos25.csv
28;79;55;7;28079055_7_8;2025;1;2;47.0;V;datos25.csv
28;79;55;8;28079055_8_8;2025;1;2;50.0;V;datos25.csv
28;79;56;10;28079056_10_47;2025;1;2;17.0;V;datos25.csv
28;79;56;12;28079056_12_8;2025;1;2;150.0;V;datos25.csv
28;79;56;6;28079056_6_48;2025;1;2;0.5;V;datos25.csv
28;79;56;7;28079056_7_8;2025;1;2;61.0;V;datos25.csv
28;79;56;8;28079056_8_8;2025;1;2;57.0;V;datos25.csv
28;79;56;9;28079056_9_47;2025;1;2;16.0;V;datos25.csv
28;79;57;10;28079057_10_47;2025;1;2;17.0;V;datos25.csv
28;79;57;12;28079057_12_8;2025;1;2;63.0;V;datos25.csv
28;79;57;7;28079057_7_8;2025;1;2;13.0;V;datos25.csv
28;79;57;8;28079057_8_8;2025;1;2;43.0;V;datos25.csv
28;79;57;9;28079057_9_A;2025;1;2;12.0;V;datos25.csv
28;79;58;12;28079058_12_8;2025;1;2;23.0;V;datos25.csv
28;79;58;14;28079058_14_6;2025;1;2;20.0;V;datos25.csv
28;79;58;7;28079058_7_8;2025;1;2;6.0;V;datos25.csv
28;79;58;8;28079058_8_8;2025;1;2;15.0;V;datos25.csv
28;79;59;12;28079059_12_8;2025;1;2;74.0;V;datos25.csv
28;79;59;14;28079059_14_6;2025;1;2;22.0;V;datos25.csv
28;79;59;7;28079059_7_8;2025;1;2;19.0;V;datos25.csv
28;79;59;8;28079059_8_8;2025;1;2;46.0;V;datos25.csv
28;79;60;10;28079060_10_47;2025;1;2;21.0;V;datos25.csv
28;79;60;12;28079060_12_8;2025;1;2;64.0;V;datos25.csv
28;79;60;14;28079060_14_6;2025;1;2;18.0;V;datos25.csv
28;79;60;7;28079060_7_8;2025;1;2;13.0;V;datos25.csv
28;79;60;8;28079060_8_8;2025;1;2;45.0;V;datos25.csv
28;79;60;9;28079060_9_A;2025;1;2;16.0;V;datos25.csv
28;79;8;1;28079008_1_38;2025;1;2;2.0;V;datos25.csv
28;79;8;10;28079008_10_47;2025;1;2;27.0;V;datos25.csv
28;79;8;12;28079008_12_8;2025;1;2;98.0;V;datos25.csv
28;79;8;14;28079008_14_6;2025;1;2;16.0;V;datos25.csv
28;79;8;20;28079008_20_59;2025;1;2;4.4;V;datos25.csv
28;79;8;30;28079008_30_59;2025;1;2;1.2;V;datos25.csv
28;79;8;35;28079008_35_59;2025;1;2;0.8;V;datos25.csv
28;79;8;6;28079008_6_48;2025;1;2;0.5;V;datos25.csv
28;79;8;7;28079008_7_8;2025;1;2;25.0;V;datos25.csv
28;79;8;8;28079008_8_8;2025;1;2;60.0;V;datos25.csv
28;79;8;9;28079008_9_47;2025;1;2;15.0;V;datos25.csv
28;79;11;12;28079011_12_8;2025;1;3;98.0;V;datos25.csv
28;79;11;20;28079011_20_59;2025;1;3;3.0;V;datos25.csv
28;79;11;30;28079011_30_59;2025;1;3;0.7;V;datos25.csv
28;79;11;35;28079011_35_59;2025;1;3;0.3;V;datos25.csv
28;79;11;7;28079011_7_8;2025;1;3;31.0;V;datos25.csv
28;79;11;8;28079011_8_8;2025;1;3;50.0;V;datos25.csv
28;79;16;12;28079016_12_8;2025;1;3;108.0;V;datos25.csv
28;79;16;14;28079016_14_6;2025;1;3;8.0;V;datos25.csv
28;79;16;7;28079016_7_8;2025;1;3;44.0;V;datos25.csv
28;79;16;8;28079016_8_8;2025;1;3;41.0;V;datos25.csv
28;79;17;12;28079017_12_8;2025;1;3;159.0;V;datos25.csv
28;79;17;14;28079017_14_6;2025;1;3;8.0;V;datos25.csv
28;79;17;7;28079017_7_8;2025;1;3;68.0;V;datos25.csv
28;79;17;8;28079017_8_8;2025;1;3;54.0;V;datos25.csv
28;79;18;10;28079018_10_47;2025;1;3;32.0;V;datos25.csv
28;79;18;12;28079018_12_8;2025;1;3;87.0;V;datos25.csv
28;79;18;14;28079018_14_6;2025;1;3;10.0;V;datos25.csv
28;79;18;20;28079018_20_59;2025;1;3;2.1;V;datos25.csv
28;79;18;30;28079018_30_59;2025;1;3;0.8;V;datos25.csv
28;79;18;35;28079018_35_59;2025;1;3;0.3;V;datos25.csv
28;79;18;7;28079018_7_8;2025;1;3;29.0;V;datos25.csv
28;79;18;8;28079018_8_8;2025;1;3;43.0;V;datos25.csv
28;79;18;9;28079018_9_M;2025;1;3;0.0;N;datos25.csv
28;79;24;10;28079024_10_47;2025;1;3;17.0;V;datos25.csv
28;79;24;12;28079024_12_8;2025;1;3;39.0;V;datos25.csv
28;79;24;14;28079024_14_6;2025;1;3;20.0;V;datos25.csv
28;79;24;7;28079024_7_8;2025;1;3;2.0;V;datos25.csv
28;79;24;8;28079024_8_8;2025;1;3;35.0;V;datos25.csv
28;79;24;9;28079024_9_47;2025;1;3;12.0;V;datos25.csv
28;79;27;12;28079027_12_8;2025;1;3;138.0;V;datos25.csv
28;79;27;14;28079027_14_6;2025;1;3;3.0;V;datos25.csv
28;79;27;7;28079027_7_8;2025;1;3;51.0;V;datos25.csv
28;79;27;8;28079027_8_8;2025;1;3;59.0;V;datos25.csv
28;79;35;1;28079035_1_38;2025;1;3;5.0;V;datos25.csv
28;79;35;12;28079035_12_8;2025;1;3;81.0;V;datos25.csv
28;79;35;14;28079035_14_6;2025;1;3;17.0;V;datos25.csv
28;79;35;6;28079035_6_48;2025;1;3;0.5;V;datos25.csv
28;79;35;7;28079035_7_8;2025;1;3;23.0;V;datos25.csv
28;79;35;8;28079035_8_8;2025;1;3;45.0;V;datos25.csv
28;79;36;1;28079036_1_38;2025;1;3;3.0;V;datos25.csv
28;79;36;10;28079036_10_47;2025;1;3;38.0;V;datos25.csv
28;79;36;12;28079036_12_8;2025;1;3;128.0;V;datos25.csv
28;79;36;7;28079036_7_8;2025;1;3;47.0;V;datos25.csv
28;79;36;8;28079036_8_8;2025;1;3;57.0;V;datos25.csv
28;79;38;10;28079038_10_47;2025;1;3;22.0;V;datos25.csv
28;79;38;12;28079038_12_8;2025;1;3;76.0;V;datos25.csv
28;79;38;20;28079038_20_59;2025;1;3;4.2;V;datos25.csv
28;79;38;30;28079038_30_59;2025;1;3;0.9;V;datos25.csv
28;79;38;35;28079038_35_59;2025;1;3;0.7;V;datos25.csv
28;79;38;7;28079038_7_8;2025;1;3;25.0;V;datos25.csv
28;79;38;8;28079038_8_8;2025;1;3;39.0;V;datos25.csv
28;79;38;9;28079038_9_47;2025;1;3;16.0;V;datos25.csv
28;79;39;12;28079039_12_8;2025;1;3;124.0;V;datos25.csv
28;79;39;14;28079039_14_6;2025;1;3;9.0;V;datos25.csv
28;79;39;7;28079039_7_8;2025;1;3;49.0;V;datos25.csv
28;79;39;8;28079039_8_8;2025;1;3;48.0;V;datos25.csv
28;79;4;10;28079004_10_A;2025;1;3;29.0;V;datos25.csv
28;79;4;12;28079004_12_8;2025;1;3;105.0;V;datos25.csv
28;79;4;6;28079004_6_48;2025;1;3;0.4;V;datos25.csv
28;79;4;7;28079004_7_8;2025;1;3;41.0;V;datos25.csv
28;79;4;8;28079004_8_8;2025;1;3;43.0;V;datos25.csv
28;79;4;9;28079004_9_A;2025;1;3;21.0;V;datos25.csv
28;79;40;10;28079040_10_47;2025;1;3;44.0;V;datos25.csv
28;79;40;12;28079040_12_8;2025;1;3;103.0;V;datos25.csv
28;79;40;7;28079040_7_8;2025;1;3;28.0;V;datos25.csv
28;79;40;8;28079040_8_8;2025;1;3;59.0;V;datos25.csv
28;79;47;10;28079047_10_47;2025;1;3;21.0;V;datos25.csv
28;79;47;12;28079047_12_8;2025;1;3;87.0;V;datos25.csv
28;79;47;7;28079047_7_8;2025;1;3;31.0;V;datos25.csv
28;79;47;8;28079047_8_8;2025;1;3;38.0;V;datos25.csv
28;79;47;9;28079047_9_47;2025;1;3;17.0;V;datos25.csv
28;79;48;10;28079048_10_47;2025;1;3;30.0;V;datos25.csv
28;79;48;12;28079048_12_8;2025;1;3;68.0;V;datos25.csv
28;79;48;7;28079048_7_8;2025;1;3;19.0;V;datos25.csv
28;79;48;8;28079048_8_8;2025;1;3;39.0;V;datos25.csv
28;79;48;9;28079048_9_47;2025;1;3;16.0;V;datos25.csv
28;79;49;12;28079049_12_8;2025;1;3;57.0;V;datos25.csv
28;79;49;14;28079049_14_6;2025;1;3;16.0;V;datos25.csv
28;79;49;7;28079049_7_8;2025;1;3;15.0;V;datos25.csv
28;79;49;8;28079049_8_8;2025;1;3;34.0;V;datos25.csv
28;79;50;10;28079050_10_47;2025;1;3;27.0;V;datos25.csv
28;79;50;12;28079050_12_8;2025;1;3;86.0;V;datos25.csv
28;79;50;7;28079050_7_8;2025;1;3;32.0;V;datos25.csv
28;79;50;8;28079050_8_8;2025;1;3;37.0;V;datos25.csv
28;79;50;9;28079050_9_47;2025;1;3;17.0;V;datos25.csv
28;79;54;10;28079054_10_A;2025;1;3;44.0;V;datos25.csv
28;79;54;12;28079054_12_8;2025;1;3;143.0;V;datos25.csv
28;79;54;14;28079054_14_6;2025;1;3;11.0;V;datos25.csv
28;79;54;7;28079054_7_8;2025;1;3;56.0;V;datos25.csv
28;79;54;8;28079054_8_8;2025;1;3;58.0;V;datos25.csv
28;79;54;9;28079054_9_A;2025;1;3;23.0;V;datos25.csv
28;79;55;10;28079055_10_47;2025;1;3;28.0;V;datos25.csv
28;79;55;12;28079055_12_8;2025;1;3;130.0;V;datos25.csv
28;79;55;20;28079055_20_59;2025;1;3;4.4;V;datos25.csv
28;79;55;30;28079055_30_59;2025;1;3;2.0;V;datos25.csv
28;79;55;35;28079055_35_59;2025;1;3;0.6;V;datos25.csv
28;79;55;7;28079055_7_8;2025;1;3;51.0;V;datos25.csv
28;79;55;8;28079055_8_8;2025;1;3;53.0;V;datos25.csv
28;79;56;10;28079056_10_47;2025;1;3;18.0;V;datos25.csv
28;79;56;12;28079056_12_8;2025;1;3;136.0;V;datos25.csv
28;79;56;6;28079056_6_48;2025;1;3;0.5;V;datos25.csv
28;79;56;7;28079056_7_8;2025;1;3;56.0;V;datos25.csv
28;79;56;8;28079056_8_8;2025;1;3;50.0;V;datos25.csv
28;79;56;9;28079056_9_47;2025;1;3;17.0;V;datos25.csv
28;79;57;10;28079057_10_47;2025;1;3;31.0;V;datos25.csv
28;79;57;12;28079057_12_8;2025;1;3;118.0;V;datos25.csv
28;79;57;7;28079057_7_8;2025;1;3;43.0;V;datos25.csv
28;79;57;8;28079057_8_8;2025;1;3;52.0;V;datos25.csv
28;79;57;9;28079057_9_A;2025;1;3;24.0;V;datos25.csv
28;79;58;12;28079058_12_8;2025;1;3;0.0;N;datos25.csv
28;79;58;14;28079058_14_6;2025;1;3;0.0;N;datos25.csv
28;79;58;7;28079058_7_8;2025;1;3;0.0;N;datos25.csv
28;79;58;8;28079058_8_8;2025;1;3;0.0;N;datos25.csv
28;79;59;12;28079059_12_8;2025;1;3;118.0;V;datos25.csv
28;79;59;14;28079059_14_6;2025;1;3;9.0;V;datos25.csv
28;79;59;7;28079059_7_8;2025;1;3;41.0;V;datos25.csv
28;79;59;8;28079059_8_8;2025;1;3;55.0;V;datos25.csv
28;79;60;10;28079060_10_47;2025;1;3;34.0;V;datos25.csv
